OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Station_ID,State,Network,Station_Na,Latitude,Longitude,Elevation,HUC2__2_di,HUC2_Name,HUC4__4_di,HUC4_Name,HUC6__6_di,HUC6_Name,HUC8__8_di,HUC8_Name,HUC10__10_,HUC10_Name,HUC12__12_,HUC12_Name,Report_Tim,Start_Date,End_Date,AREA,PERIMETER,OBJECTID_1,LEVEL2,LEVEL1,LEVEL3,Shape_Leng,OID_,NAME,Area_2,Hectares,PLY_HITS,SumPaAr,PctEcoRgn,NAME_L1,NAME_L2,Label
679,1,679,1,745,OR,SNOTEL,Sevenmile Marsh,42.698250000000002,-122.141649999999998,5700,18,California Region,1801,Klamath-Northern California Coastal,180102,Klamath,18010203,Upper Klamath Lake,1801020301,Wood River,180102000000.000000000000000,Sevenmile Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,679,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
680,1,680,5,746,NV,SNOTEL,Seventysix Creek,41.737319999999997,-115.472149999999999,7350,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050102,Bruneau,1705010201,Headwaters Bruneau River,170501000000.000000000000000,Annie Creek-Bruneau River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,680,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
681,1,681,45,747,ID,SNOTEL,Shanghi Summit,46.566029999999998,-115.742159999999998,4600,17,Pacific Northwest Region,1706,Lower Snake,170603,Clearwater,17060306,Clearwater,1706030604,Orofino Creek,170603000000.000000000000000,Quartz Creek,-8,10/1/1982 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,681,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
682,1,682,22,1060,CO,SNOTEL,Sharkstooth,37.503570000000003,-108.113730000000004,10720,14,Upper Colorado Region,1403,Upper Colorado-Dolores,140300,Upper Colorado-Dolores,14030002,Upper Dolores,1403000202,Headwaters Dolores River,140300000000.000000000000000,Bear Creek,-8,10/1/2004 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,682,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
683,1,683,1,748,WA,SNOTEL,Sheep Canyon,46.193249999999999,-122.253929999999997,3990,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080005,Lower Cowlitz,1708000506,South Fork Toutle River,170800000000.000000000000000,Headwaters South Fork Toutle River,-8,10/1/1980 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,683,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
684,1,684,34,749,ID,SNOTEL,Sheep Mtn.,43.210299999999997,-111.687920000000005,6650,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040205,Willow,1704020503,Headwaters Willow Creek,170402000000.000000000000000,Horse Creek-Willow Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,684,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
685,1,685,5,750,NV,SNOTEL,Sheldon,41.904350000000001,-119.444640000000007,5865,17,Pacific Northwest Region,1712,Oregon Closed Basins,171200,Oregon Closed Basins,17120008,Guano,1712000801,Badger Creek-Rye Creek,171200000000.000000000000000,Catnip Creek,-8,10/1/1988 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,685,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
686,1,686,27,751,WY,SNOTEL,Shell Creek,44.500120000000003,-107.429469999999995,9580,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080010,Big Horn Lake,1008001001,Upper Shell Creek,100800000000.000000000000000,Willett Creek-Shell Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,6320000000.000000000000000,510159.530000000027940,686,6.200000000000000,6,6.2.10,510159.495197999989614,67,Middle Rockies,6319380321.130000114440918,631938,177,4786756297.130000114440918,75,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
687,1,687,45,752,ID,SNOTEL,Sherwin,46.950279999999999,-116.339720000000000,3200,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170103,Spokane,17010304,St. Joe,1701030407,Upper St Maries River,170103000000.000000000000000,West Fork St Maries River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,687,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
688,1,688,34,753,MT,SNOTEL,Short Creek,44.975720000000003,-111.952150000000003,7000,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020003,Ruby,1002000301,Upper Ruby River,100200000000.000000000000000,Lazyman Creek-Ruby River,-8,10/1/1985 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,688,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
689,1,689,34,754,MT,SNOTEL,Shower Falls,45.401249999999997,-110.957579999999993,8100,10,Missouri Region,1002,Missouri Headwaters,100200,Missouri Headwaters,10020008,Gallatin,1002000810,Hyalite Creek,100200000000.000000000000000,Upper Hyalite Creek,-8,10/1/1964 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,689,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
690,1,690,22,1169,NM,SNOTEL,Shuree,36.787779999999998,-105.239990000000006,10100,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130201,Upper Rio Grande,13020101,Upper Rio Grande,1302010101,Costillo Creek,130201000000.000000000000000,Comanche Creek,-8,8/9/2010 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,690,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
691,1,691,21,1034,NM,SNOTEL,Sierra Blanca,33.404719999999998,-105.787220000000005,10280,13,Rio Grande Region,1306,Upper Pecos,130600,Upper Pecos,13060008,Rio Hondo,1306000801,Rio Ruidoso,130600000000.000000000000000,Upper Rio Ruidoso,-8,9/30/2002 0:00:00,1/1/2100 0:00:00,12000000000.000000000000000,798936.060000000055879,691,13.100000000000000,13,13.1.1,798936.057030000025406,151,Arizona/New Mexico Mountains,12017112471.799999237060547,1201711,352,6024184702.149999618530273,50,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
692,1,692,14,755,NM,SNOTEL,Signal Peak,32.924010000000003,-108.145380000000003,8360,15,Lower Colorado Region,1504,Upper Gila,150400,Upper Gila,15040001,Upper Gila,1504000108,Sapillo Creek,150400000000.000000000000000,Lake Roberts-Sapillo Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,692,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
693,1,693,47,756,OR,SNOTEL,Silver Creek,42.956150000000001,-121.181229999999999,5740,17,Pacific Northwest Region,1712,Oregon Closed Basins,171200,Oregon Closed Basins,17120005,Summer Lake,1712000502,Silver Creek,171200000000.000000000000000,West Fork Silver Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,56100000000.000000000000000,2794705.000000000000000,693,6.200000000000000,6,6.2.8,2794705.023320000153035,65,Eastern Cascade Slopes and Foothills,56075800204.199996948242188,5607580,2447,30919379421.000000000000000,55,Northwestern Forested Mountains,Western Cordillera,6.2.8: Eastern Cascade Slopes and Foothills
694,1,694,14,757,NM,SNOTEL,Silver Creek Divide,33.371060000000000,-108.706180000000003,9000,15,Lower Colorado Region,1504,Upper Gila,150400,Upper Gila,15040004,San Francisco,1504000406,Pueblo Creek-San Francisco River,150400000000.000000000000000,Mineral Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,694,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
695,1,695,4,1205,NV,SNOTEL,Silver Creek Nv,39.233049999999999,-114.242900000000006,8200,16,Great Basin Region,1602,Great Salt Lake,160203,Great Salt Lake,16020301,Hamlin-Snake Valleys,1602030108,Baker Creek,160203000000.000000000000000,Headwaters Silver Creek,-8,12/22/2011 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,695,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
696,1,696,5,759,OR,SNOTEL,Silvies,42.753329999999998,-118.687849999999997,6990,17,Pacific Northwest Region,1712,Oregon Closed Basins,171200,Oregon Closed Basins,17120003,Donner und Blitzen,1712000302,Middle Donner und Blitzen River,171200000000.000000000000000,Mud Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,696,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
697,1,697,34,760,MT,SNOTEL,Skalkaho Summit,46.242120000000000,-113.772499999999994,7250,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010202,Flint-Rock,1701020210,West Fork Ross Creek,170102000000.000000000000000,Middle West Fork Ross Creek,-8,10/1/1966 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,697,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
698,1,698,1,1257,WA,SNOTEL,Skate Creek,46.643360000000001,-121.830439999999996,3770,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080004,Upper Cowlitz,1708000405,Oliver Creek-Cowlitz Creek,170800000000.000000000000000,Silver Creek,-8,10/15/2014 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,698,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
699,1,699,6,912,WA,SNOTEL,Skookum Creek,47.684330000000003,-121.610069999999993,3310,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110010,Snoqualmie,1711001005,Tolt River,171100000000.000000000000000,Upper South Fork Tolt River,-8,8/28/1995 0:00:00,1/1/2100 0:00:00,35200000000.000000000000000,1359260.300000000046566,699,6.200000000000000,6,6.2.5,1359260.416519999969751,62,North Cascades,35158274664.599998474121094,3515827,2605,26082491781.299999237060547,74,Northwestern Forested Mountains,Western Cordillera,6.2.5: North Cascades
700,1,700,45,783,MT,SNOTEL,Sleeping Woman,47.179020000000001,-114.333680000000001,6150,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170102,Pend Oreille,17010212,Lower Flathead,1701021207,Jocko River,170102000000.000000000000000,East Fork Valley Creek,-8,10/1/1988 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,700,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
701,1,701,34,761,ID,SNOTEL,Slug Creek Divide,42.562480000000001,-111.297970000000007,7225,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040207,Blackfoot,1704020702,Upper Blackfoot River,170402000000.000000000000000,Headwaters Slug Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,701,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
702,1,702,22,762,CO,SNOTEL,Slumgullion,37.990800000000000,-107.203270000000003,11560,14,Upper Colorado Region,1402,Gunnison,140200,Gunnison,14020002,Upper Gunnison,1402000205,Cebolla Creek,140200000000.000000000000000,Headwaters Cebolla Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,702,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
703,1,703,44,926,ID,SNOTEL,Smiley Mountain,43.727179999999997,-113.834019999999995,9520,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040218,Big Lost,1704021801,Star Hope Creek,170402000000.000000000000000,Lower Star Hope Creek,-8,9/19/2001 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,703,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
704,1,704,9,763,UT,SNOTEL,Smith Morehouse,40.789310000000000,-111.091920000000002,7631,16,Great Basin Region,1602,Great Salt Lake,160201,Weber,16020101,Upper Weber,1602010102,Headwaters Weber River,160201000000.000000000000000,Moffit Creek-Weber River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,704,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
705,1,705,1,1167,OR,SNOTEL,Smith Ridge,44.303249999999998,-122.040530000000004,3270,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090004,Mckenzie,1709000402,Headwaters McKenzie River,170900000000.000000000000000,Smith River,-8,10/1/2011 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,705,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
706,1,706,34,764,WY,SNOTEL,Snake River Station,44.133609999999997,-110.669169999999994,6920,17,Pacific Northwest Region,1704,Upper Snake,170401,Snake Headwaters,17040101,Snake Headwaters,1704010104,Pacific Creek,170401000000.000000000000000,Upper Pacific Creek,-8,10/1/1989 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,706,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
707,1,707,34,765,WY,SNOTEL,Snider Basin,42.494900000000001,-110.532030000000006,8060,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040101,Upper Green,1404010109,Muddy Creek,140401000000.000000000000000,Upper South Piney Creek,-8,1/1/1961 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,707,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
708,1,708,46,767,OR,SNOTEL,Snow Mountain,43.948850000000000,-119.540130000000005,6230,17,Pacific Northwest Region,1712,Oregon Closed Basins,171200,Oregon Closed Basins,17120002,Silvies,1712000205,Emigrant Creek,171200000000.000000000000000,Crowsfoot Creek-Emigrant Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,70800000000.000000000000000,2071008.000000000000000,708,6.200000000000000,6,6.2.9,2071007.989820000017062,66,Blue Mountains,70756821948.899993896484375,7075682,3716,37742788243.099998474121094,53,Northwestern Forested Mountains,Western Cordillera,6.2.9: Blue Mountains
709,1,709,9,766,UT,SNOTEL,Snowbird,40.569139999999997,-111.658519999999996,9177,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020402,Big Cottonwood Creek-Jordan River,160202000000.000000000000000,Headwaters Little Cottonwood Canyon,-8,8/23/1989 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,709,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
710,1,710,14,927,AZ,SNOTEL,Snowslide Canyon,35.341600000000000,-111.650580000000005,9730,15,Lower Colorado Region,1502,Little Colorado,150200,Little Colorado,15020016,Lower Little Colorado,1502001602,Deadman Wash,150200000000.000000000000000,Bear Jaw Canyon,-8,9/1/1997 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,710,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
711,1,711,5,1208,NV,SNOTEL,Snowstorm Mtn,41.339810000000000,-116.980440000000002,7403,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040109,Little Humboldt,1604010902,South Fork Little Humboldt River,160401000000.000000000000000,First Creek-South Fork Little Humboldt River,-8,12/23/2011 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,711,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
712,1,712,27,1132,WY,SNOTEL,Soldier Park,44.348469999999999,-107.013599999999997,8720,10,Missouri Region,1009,Powder-Tongue,100902,Powder,10090206,Clear,1009020601,Upper Clear Creek,100902000000.000000000000000,North Clear Creek,-8,8/6/2010 0:00:00,1/1/2100 0:00:00,6320000000.000000000000000,510159.530000000027940,712,6.200000000000000,6,6.2.10,510159.495197999989614,67,Middle Rockies,6319380321.130000114440918,631938,177,4786756297.130000114440918,75,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
713,1,713,44,769,ID,SNOTEL,Soldier R.S.,43.484070000000003,-114.826920000000001,5740,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040220,Camas,1704022003,Soldier Creek-Camas Creek,170402000000.000000000000000,Upper Soldier Creek,-8,10/1/1985 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,713,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
714,1,714,34,770,ID,SNOTEL,Somsen Ranch,42.952750000000002,-111.359330000000000,6800,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040207,Blackfoot,1704020701,Lanes Creek-Diamond Creek,170402000000.000000000000000,Upper Lanes Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,714,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
715,1,715,48,771,CA,SNOTEL,Sonora Pass,38.310209999999998,-119.600300000000004,8770,16,Great Basin Region,1605,Central Lahontan,160503,Walker,16050302,West Walker,1605030201,Upper West Walker River,160503000000.000000000000000,Leavitt Creek-West Walker River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,52700000000.000000000000000,1730982.600000000093132,715,6.200000000000000,6,6.2.12,1730982.647110000019893,69,Sierra Nevada,52698350170.699996948242188,5269835,1963,38606587058.199996948242188,73,Northwestern Forested Mountains,Western Cordillera,6.2.12: Sierra Nevada
716,0,716,-1,985,WA,SNOTEL,Sourdough Gulch,46.237180000000002,-117.394379999999998,4000,17,Pacific Northwest Region,1706,Lower Snake,170601,Lower Snake,17060103,Lower Snake-Asotin,1706010302,George Creek-Asotin Creek,170601000000.000000000000000,Lick Creek,-8,7/1/2000 0:00:00,1/1/2100 0:00:00,,,716,,,,,,,,,,,,,,
717,1,717,22,772,WY,SNOTEL,South Brush Creek,41.329430000000002,-106.502480000000006,8440,10,Missouri Region,1018,North Platte,101800,North Platte,10180002,Upper North Platte,1018000203,Big Creek,101800000000.000000000000000,Henry Creek-Big Creek,-8,2/1/1976 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,717,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
718,1,718,22,773,CO,SNOTEL,South Colony,37.968110000000003,-105.537869999999998,10800,11,Arkansas-White-Red Region,1102,Upper Arkansas,110200,Upper Arkansas,11020001,Arkansas Headwaters,1102000112,Headwaters Grape Creek,110200000000.000000000000000,Colony Creek-Grape Creek,-8,10/1/1990 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,718,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
719,1,719,1,925,OR,SNOTEL,South Fork Bull Run,45.445749999999997,-122.031250000000000,2690,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080001,Lower Columbia-Sandy,1708000105,Bull Run River,170800000000.000000000000000,South Fork Bull Run River,-8,9/18/1997 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,719,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
720,1,720,5,774,ID,SNOTEL,South Mtn.,42.764780000000002,-116.900369999999995,6500,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050108,Jordan,1705010802,Big Boulder Creek,170501000000.000000000000000,Deer Creek-Big Boulder Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,720,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
721,1,721,34,775,WY,SNOTEL,South Pass,42.573169999999998,-108.843249999999998,9040,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080003,Popo Agie,1008000301,Little Popo Agie River,100800000000.000000000000000,Headwaters Little Popo Agie River,-8,10/1/1984 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,721,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
722,1,722,1,776,WA,SNOTEL,Spencer Meadow,46.179499999999997,-121.926609999999997,3400,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080002,Lewis,1708000201,Headwaters Lewis River,170800000000.000000000000000,Cussed Hollow-Lewis River,-8,10/1/1980 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,722,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
723,1,723,1,777,WA,SNOTEL,Spirit Lake,46.261130000000001,-122.177199999999999,3520,17,Pacific Northwest Region,1708,Lower Columbia,170800,Lower Columbia,17080005,Lower Cowlitz,1708000505,North Fork Toutle River,170800000000.000000000000000,Headwaters North Fork Toutle River,-8,10/1/1983 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,723,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
724,1,724,9,1117,UT,SNOTEL,Spirit Lk,40.838679999999997,-110.005269999999996,10235,14,Upper Colorado Region,1404,Great Divide-Upper Green,140401,Upper Green,14040106,Upper Green-Flaming Gorge Reservoir,1404010605,Lower Flaming Gorge Reservoir,140401000000.000000000000000,Horseshoe Canyon-Green River,-8,10/1/2009 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,724,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
725,1,725,48,778,CA,SNOTEL,Spratt Creek,38.666269999999997,-119.817409999999995,6063,16,Great Basin Region,1605,Central Lahontan,160502,Carson,16050201,Upper Carson,1605020101,Upper East Fork Carson River,160502000000.000000000000000,Hot Springs Creek,-8,10/1/1983 0:00:00,1/1/2100 0:00:00,52700000000.000000000000000,1730982.600000000093132,725,6.200000000000000,6,6.2.12,1730982.647110000019893,69,Sierra Nevada,52698350170.699996948242188,5269835,1963,38606587058.199996948242188,73,Northwestern Forested Mountains,Western Cordillera,6.2.12: Sierra Nevada
